Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),"Program-Total
                                            


Seat Capacity
                                            
Female Supernumerary",Program-Total
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92,"92


0",0
92,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107,"107


0",0
107,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92,"92


0",0
92,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,0,8,0,11,0,6,0,19,0,72,"72


0",0
72,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,27,0,8,0,7,0,19,0,0,0,61,"61


0",0
61,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,4,0,5,0,3,0,9,0,35,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,0,3,0,4,0,9,0,0,0,31,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,4,0,5,0,3,0,9,0,35,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,0,3,0,4,0,9,0,0,0,31,"31


0",0
31,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,1,0,4,0,18,"18


0",0
18,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16,"16


0",0
16,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",JHARKHAND,Gender-Neutral,10,0,2,0,2,0,5,0,0,0,19,"19


0",0
19,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",All India,Gender-Neutral,14,1,4,0,5,0,3,0,10,0,37,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,16,1,2,1,3,1,8,1,0,0,33,"33


0",0
33,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19,"19


0",0
19,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,2,0,1,0,4,0,0,0,15,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19,"19


0",0
19,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,1,0,1,0,4,0,0,0,14,"14


0",0
14,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,90,4,22,1,32,2,16,1,59,3,230,"230


0",0
230,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,11,1,16,1,8,0,29,2,115,"115


0",0
115,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,44,2,11,0,17,1,8,1,30,1,115,"115


0",0
115,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,10,1,16,1,8,1,29,2,115,"115


0",0
115,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,2,1,4,1,1,1,7,1,33,"33


0",0
33,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,0,4,0,6,0,3,0,11,0,39,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,6,0,2,1,11,0,39,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,5,1,3,0,11,0,39,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,1,6,0,3,0,9,2,39,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,30,1,7,0,10,0,6,0,20,1,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,4,1,8,0,4,0,12,1,50,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,1,11,0,5,1,19,1,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,0,11,1,5,1,19,1,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,7,0,11,1,6,0,20,0,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,1,8,0,11,1,5,0,20,0,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,2,8,0,10,0,5,0,20,1,75,"75


0",0
75,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,7,1,4,0,14,1,56,"56


0",0
56,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,7,1,4,0,14,1,56,"56


0",0
56,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronics System Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,3,6,0,9,0,5,0,16,0,60,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,9,1,4,0,16,1,62,"62


16",16
62,16,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,"16 (including ""16"" Supernumerary)",,,,,
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,7,0,4,0,13,1,51,"51


13",13
51,13,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""13"" Supernumerary)",,,,,
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,5,0,7,0,4,1,13,0,51,"51


13",13
51,13,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""13"" Supernumerary)",,,,,
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,1,9,1,4,0,15,1,60,"60


15",15
60,15,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,1,0,2,0,1,0,4,0,"15 (including ""15"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,4,0,2,0,8,1,33,"33


0",0
33,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,0,8,1,5,0,16,1,65,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,0,34,"34


0",0
34,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,2,1,5,0,2,0,8,0,33,"33


0",0
33,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,1,7,1,12,0,6,0,20,1,82,"82


0",0
82,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,3,0,4,0,1,1,8,1,32,"32


0",0
32,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,4,1,2,0,8,0,32,"32


0",0
32,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Mizoram University, Aizawl","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,"17


0",0
17,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,2,0,4,0,2,0,7,0,27,"27


0",0
27,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,0,4,1,1,1,7,0,27,"27


0",0
27,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,0,1,0,2,0,1,0,3,1,15,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,1,4,0,2,0,7,0,27,"27


0",0
27,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,2,0,4,0,2,0,7,0,27,"27


0",0
27,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22,"22


0",0
22,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38,"38


0",0
38,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"School of Planning & Architecture, Bhopal","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,37,2,9,0,13,1,7,0,24,1,94,"94


0",0
94,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
